model,sentence_id,english,tamil,source_token_count,target_token_count,expansion_ratio,avg_word_length,subword_fragmentation,unknown_token_rate
Helsinki,34,The governor's office said nineteen of the injured were police officers.,காயப்பட்ட பத்தொன்பது போலீஸ் அதிகாரிகள் என்று கவர்னர் அலுவலகம் கூறினார்.,14,17,1.214,3.765,0.2656,41.176
Helsinki,35,Police said they suspect an alleged Daesh (ISIL) militant of responsibility for the attack.,தாக்குதலுக்குப் பொறுப்புள்ளவர்கள் என குற்றம்சாட்டப்பட்ட டாஷெ (IL) என்ற குற்றச்சாட்டுயை அவர்கள் சந்தேகித்ததாக போலீஸ் கூறினர்.,19,26,1.368,4.346,0.2301,30.769
Helsinki,36,"They found the Sun operated on the same basic principles as other stars: The activity of all stars in the system was found to be driven by their luminosity, their rotation, and nothing else.","அவர்கள் மற்ற நட்சத்திரங்களைப் போன்ற அடிப்படை நியமங்களில் சூரியன் செயல்படுவதைக் கண்டனர்: இந்த அமைப்பிலுள்ள எல்லா நட்சத்திரங்களின் நடவடிக்கையும், அவற்றின் துடுப்புத்தன்மை, சுழற்சி, வேறு எதுவும் ஆகியவற்றால் திசைதிருப்பப்பட்டதாகக் கண்டனர்.",42,49,1.167,4.367,0.229,32.653
Helsinki,37,"The luminosity and rotation are used together to determine a star's Rossby number, which is related to plasma flow.",இது பிளாஸ்மா ஓடுவது சம்பந்தப்பட்டது.,28,9,0.321,3.667,0.2727,33.333
Helsinki,38,"The smaller the Rossby number, the less active the star with respect to magnetic reversals.","காந்த அலைகள், நட்சத்திரங்கள், நட்சத்திரங்கள், நட்சத்திரங்கள், நட்சத்திரங்கள், நட்சத்திரங்கள், நட்சத்திரங்கள், நட்சத்திரங்கள், நட்சத்திரங்கள் போன்றவற்றின் எண்ணிக்கையில் சிறியதாக இருக்கிறது.",19,37,1.947,4.73,0.2114,37.838
Helsinki,39,"During his trip, Iwasaki ran into trouble on many occasions.","அவர் பயணம் செய்தபோது, பல சந்தர்ப்பங்களில் இவத்தி பிரச்சினையில் சிக்கித் தவித்தார்.",15,20,1.333,3.7,0.2703,30.0
Helsinki,40,"He was robbed by pirates, attacked in Tibet by a rabid dog, escaped marriage in Nepal and was arrested in India.",இந்தியாவில் அவர் கைது செய்யப்பட்டார்.,27,9,0.333,3.778,0.2647,33.333
Helsinki,41,The 802.11n standard operates on both the 2.4Ghz and 5.0Ghz frequencies.,802.11இன் தரம் 2.4Ghz மற்றும் 5.0Gjz frequens இரண்டிலும் இயங்கும்.,28,28,1.0,2.107,0.4746,17.857
Helsinki,42,"This will allow it to be backwards compatible with 802.11a, 802.11b and 802.11g, provided that the base station has dual radios.","இது 802.11A, 8002.11b மற்றும் 802.11.11g, தள நிலையம் இரட்டை ரேடியோக்களை கொண்டுள்ளது.",38,34,0.895,2.206,0.4533,14.706
Helsinki,43,The speeds of 802.11n are substantially faster than that of its predecessors with a maximum theoretical throughput of 600Mbit/s.,802.11ன் வேகத்தை விட வேகமாக உள்ளது. உச்சியில் 600Mbit/s.,29,22,0.759,2.273,0.44,18.182
Helsinki,44,"Duvall, who is married with two adult children, did not leave a big impression on Miller, to whom the story was related.",டுவால் தம்பதியர் இரண்டு பெரிய பிள்ளைகளை உடையவர்கள்.,28,13,0.464,3.538,0.2826,46.154
Helsinki,45,"When asked for comment, Miller said, ""Mike talks a lot during the hearing...I was getting ready so I wasn't really hearing what he was saying.""","மில்லர் குறிப்பு கேட்டபோது, ""கேட் செய்தபோது நான் நிறைய பேசுகிறேன்... நான் தயாராக இருந்தேன். எனவே அவர் என்ன சொன்னாரோ அதை நான் கேட்கவில்லை.""",34,40,1.176,3.025,0.3306,30.0
Helsinki,46,"""We will endeavour to cut carbon dioxide emissions per unit of GDP by a notable margin by 2020 from the 2005 level,"" Hu said.","""GDP - ன் கார்பன் - டைஆக்ஸைடைக் குறைப்பதற்காக 2005 - ன் நிலையிலிருந்து 2020 ஒரு குறிப்பிடத்தக்க ஓரத்தில் நாம் முயற்சி செய்வோம்"" என்று ஹூ சொன்னார்.",30,42,1.4,3.0,0.3333,21.429
Helsinki,47,"He did not set a figure for the cuts, saying they will be made based on China's economic output.","அவர் வெட்டுகளுக்கு ஒரு எண்ணை அமைக்கவில்லை, அவர்கள் சீனாவின் பொருளாதார வெளியீட்டின் அடிப்படையில் செய்யப்படும்.",24,24,1.0,4.125,0.2424,33.333
Helsinki,48,"Hu encouraged developing countries ""to avoid the old path of polluting first and cleaning up later.""","""முதலாவது அசுத்தமான பழைய பாதையைத் தவிர்ப்பதற்கும் பின்னர் சுத்தம் செய்யவும்"" வளர்ச்சியடையும் நாடுகளை ஹு உற்சாகப்படுத்தினார்.",18,26,1.444,4.346,0.2301,42.308
Helsinki,49,"He added that ""they should not, however, be asked to take on obligations that go beyond their development stage, responsibility and capabilities.""","அவர் மேலும் கூறினார், ""ஆனால், அவர்கள் தங்கள் வளர்ச்சி நிலை, பொறுப்பு மற்றும் திறமைகளுக்கு அப்பால் செல்லும் கடமைகளை ஏற்கும்படி கேட்கக்கூடாது.""",27,36,1.333,3.5,0.2857,30.556
Helsinki,50,The Iraq Study Group presented its report at 12.00 GMT today.,ஈராக் படிப்பு தொகுதி தன்னுடைய அறிக்கையை இன்று 12.00 GMT - ல் வெளியிட்டது.,15,23,1.533,2.739,0.3651,30.435
Helsinki,51,"It warns No one can guarantee that any course of action in Iraq at this point will stop sectarian warfare, growing violence, or a slide toward chaos.","இந்த இடத்தில் ஈராக்கிலுள்ள எந்த நடவடிக்கையும் மதப் போர்களையும், வன்முறையையும், குழப்பத்தை நோக்கி ஒரு திருப்புக்கட்டத்தையும் நிறுத்திவிடும் என்று எவருமே உறுதியளிக்க முடியாது.",30,37,1.233,4.243,0.2357,35.135
Helsinki,52,The Report opens with plea for open debate and the formation of a consensus in the United States about the policy towards the Middle East.,இந்த அறிக்கை திறந்த விவாதத்திற்காகவும் ஐக்கிய மாகாணங்களில் ஒரு சமரசம் ஏற்படுத்தப்படுவதைக் குறித்து மத்திய கிழக்கை நோக்கிய கொள்கையைப்பற்றி ஒரு சமரசம் உருவாகும்படியும் வேண்டுதலோடு ஆரம்பிக்கிறது.,26,39,1.5,4.462,0.2241,41.026
Helsinki,53,The Report is highly critical of almost every aspect of the present policy of the Executive towards Iraq and it urges an immediate change of direction.,"ஈராக்கை நோக்கி இருக்கும் தற்போதைய எக்ஸிமன்ட் கொள்கையின் கிட்டத்தட்ட ஒவ்வொரு அம்சத்திலும் இந்த அறிக்கை மிகவும் குறைகாண்கிறது, மேலும் அது உடனடியாக திசைதிருப்பத்தை தூண்டுகிறது.",27,38,1.407,4.105,0.2436,34.211
Helsinki,54,First among its 78 recommendations is that a new diplomatic initiative should be taken before the end of this year to secure Iraq’s borders against hostile interventions and to re-establish diplomatic relations with its neighbors.,"அதன் 78 ஆலோசனைகளில் முதலாவதாக, இந்த ஆண்டின் முடிவுக்கு முன்பாக ஒரு புதிய அரசியல் நடவடிக்கை எடுக்கப்பட வேண்டும்.",41,29,0.707,3.379,0.2959,27.586
Helsinki,55,"Current senator and Argentine First Lady Cristina Fernandez de Kirchner announced her presidential candidacy yesterday evening in La Plata, a city 50 kilometers (31 miles) away from Buenos Aires.",பர்னஸ் அயர்ஸிலிருந்து 50 கிலோமீட்டர் (31 மைல்) தூரத்தில் உள்ள லா ப்ளாட்டா நகரில் தன்னுடைய பிரஸிடென்ஸியரான கிரிஸ்டனஸ் டி கிர்க்னெர்னெஸ் நேற்று தன் ஜனாதிபதியின் மாலையை அறிவித்தார்.,42,43,1.024,3.674,0.2722,37.209
Helsinki,56,"Mrs. Kirchner announced her intention to run for president at the Argentine Theatre, the same location she used to start her 2005 campaign for the Senate as member of the Buenos Aires province delegation.",அர்ஜன்டினாவைச் சேர்ந்த பிரெஸிடென்டனில் ஜனாதிபதியாக பணிபுரிவதற்கான தன்னுடைய நோக்கத்தை திருமதி கிர்க்னர் அறிவித்தார்.,42,21,0.5,5.048,0.1981,47.619
Helsinki,57,"The debate was sparked by controversy over spending on relief and reconstruction in the wake Hurricane Katrina; which some fiscal conservatives have humorously labeled ""Bush's New Orleans Deal.""","இந்த விவாதம், நிவாரணம் மற்றும் திரும்பக் கட்டுதலுக்காக கட்ரீனா சூறாவளியில் செலவிடுவதைக் குறித்து விவாதத்தால் தூண்டப்பட்டது. இது சில பழமைவாதிகள், ""பஸ்லியின் நியூ ஆர்லியன்ஸ் டி"" என்று அழைக்கப்படுகிறது.",38,47,1.237,3.809,0.2626,31.915
Helsinki,58,Liberal criticism of the reconstruction effort has focused on the awarding of reconstruction contracts to perceived Washington insiders.,வாஷிங்டன் உள்ளார்ந்திருப்பவர்களுக்கு திரும்பக் கட்டுதல் ஒப்பந்தம் நிறைவேற்றுவதைக் குறித்து மறுமலர்ச்சிக்குரிய முயற்சிகளைப் பற்றிய உணர்ச்சியற்ற குறைகூறுதல்கள் கவனத்தைத் திருப்பியிருக்கின்றன.,21,29,1.381,6.069,0.1648,48.276
Helsinki,59,Over four million people went to Rome to attend the funeral.,ச. மு.,12,6,0.5,0.833,1.2,0.0
Helsinki,60,The number of people present was so large that it was not possible for everybody to gain access to the funeral in St. Peter's Square.,"அங்கு கூடியவர்களின் எண்ணிக்கை அவ்வளவு பெரியதாக இருந்ததால், அனைவரும் செயின்ட் பீட்டர் சதுக்கத்தில் சவ அடக்கத்தை அடைய முடியவில்லை.",29,30,1.034,3.833,0.2609,43.333
Helsinki,61,Several large television screens were installed in various places in Rome to let the people watch the ceremony.,சடங்குகளை மக்கள் கவனிக்கும்படி ரோமிலுள்ள பல்வேறு இடங்களில் பல பெரிய தொலைக்காட்சி திரைகள் நிறுவப்பட்டன.,20,23,1.15,4.0,0.25,43.478
Helsinki,62,"In many other cities of Italy and in the rest of the world, particularly in Poland, similar setups were made, which were viewed by a great number of people.","இத்தாலியிலும் மற்ற அநேக நகரங்களிலும், குறிப்பாக போலந்தில், இதுபோன்ற ஏற்பாடுகள் செய்யப்பட்டன.",34,21,0.618,4.0,0.25,38.095
Helsinki,63,"Historians have criticized past FBI policies for focusing resources on cases which are easy to solve, especially stolen car cases, with the intent of boosting the agency's success rate.","சரித்திராசிரியர்கள் கடந்த FBI கொள்கைகளை விமர்சித்துள்ளனர், தீர்வுகாண எளிதாக இருக்கும் வழக்குகளில், குறிப்பாக திருடப்பட்ட கார் வழக்குகள், நிறுவனத்தின் வெற்றி விகிதத்தை அதிகரிக்கும் நோக்கத்துடன்.",35,39,1.114,4.513,0.2216,43.59
Helsinki,64,Congress began funding the obscenity initiative in fiscal 2005 and specified that the FBI must devote 10 agents to adult pornography.,"2005 -⁠ ல் காங்கிரஸ், ஒழுக்கக்கேடான முயற்சியைத் தொடங்கி, வயதுவந்த ஆபாசத்திற்கு 10 ஏஜென்ஸிகளை வழங்க வேண்டும் என்று குறிப்பிட்டது.",26,31,1.192,3.677,0.2719,29.032
Helsinki,65,"Robin Uthappa made the innings highest score, 70 runs in just 41 balls by hitting 11 fours and 2 sixes.","ராபின் உதாபா அதிகப்படியான வேகத்தை உண்டுபண்ணியதால், வெறுமனே 11 நாலுகளையும் 2 ஆறுகளையும் அடிப்பதன் மூலம் 70 பந்துகள் மட்டுமே இயங்குகின்றன.",28,31,1.107,3.903,0.2562,38.71
Helsinki,66,"Middle order batsmen, Sachin Tendulkar and Rahul Dravid, performed well and made a hundred-run partnership.","மத்திய வரிசை வாத்துகள், சாசின் டென்டுல்கர் மற்றும் ராவல் டார்விட், நன்றாக செய்து ஒரு நூறு ரன்னர் கூட்டு உருவாக்க.",29,33,1.138,3.0,0.3333,36.364
Helsinki,67,"But, after losing the captain's wicket India only made 36 runs loosing 7 wickets to end the innings.","ஆனால், கேப்டன் லைட் இந்தியா இழந்த பிறகு 36 மில்லிகிராம் இயங்கும் 7 லீட்டர்கள் ஓடும்.",29,24,0.828,3.042,0.3288,33.333
Helsinki,68,"U.S. President George W. Bush arrived in Singapore the morning of November 16, beginning a week-long tour of Asia.",ஐ. மா. ஜனாதிபதி ஜார்ஜ் W.,26,12,0.462,1.75,0.5714,16.667
Helsinki,69,He was greeted by Singapore's Deputy Prime Minister Wong Kan Seng and discussed trade and terrorism issues with the Singapore Prime Minister Lee Hsien Loong.,சிங்கப்பூர் பிரதம மந்திரி வோங் பென் பென் பென் பென் பென். மற்றும் சிங்கப்பூர் பிரதம மந்திரி லீ ஹஸ்சியன் லோங்குடன் வணிக மற்றும் பயங்கரவாத பிரச்சினைகளை கலந்தாலோசித்தார்.,35,44,1.257,3.318,0.3014,45.455
Helsinki,70,"After a week of losses in the midterm election, Bush told an audience about the expansion of trade in Asia.","நடுத்தர தேர்தல் ஒன்றில் ஒரு வார நஷ்டங்கள் ஏற்பட்ட பிறகு, ஆசியாவில் வியாபாரம் அதிகரிப்பதைப் பற்றி புஷ் பார்வையாளர்களிடம் சொன்னார்.",23,32,1.391,3.594,0.2783,34.375
Helsinki,71,"Prime Minister Stephen Harper has agreed to send the government's 'Clean Air Act' to an all-party committee for review, before its second reading, after Tuesday's 25 minute meeting with NDP leader Jack Layton at the PMO.","பிரதம மந்திரி ஸ்டீவன் ஹார்பர் ஒப்புக்கொள்வார். அரசாங்கத்தின் 'சுத்தமான ஏர்அயர் இயக்கம்' மறுபார்வைக்கு, இரண்டாவது மறுபார்வைக்கு, செவ்வாய்க்கிழமையில் NDP தலைவர் ஜாக் லெட்டன் கூட்டத்திற்கு பிறகு,",53,44,0.83,3.955,0.2529,38.636
Helsinki,72,"Layton had asked for changes to the conservatives' environmental bill during the meeting with the PM, asking for a ""thorough and complete rewriting"" of the Conservative party's environmental bill.","PM உடன் கூட்டத்தின் போது லைடன் சீரமைக்கப்பட்ட சுற்றுச்சூழல் கட்டணத்திற்கு மாற்றத்தை கேட்டிருந்தார், ஒரு ""மதமான மற்றும் முழுமையான திரும்ப நிகழ்தல்"" கேட்டது.",46,37,0.804,3.757,0.2662,37.838
Helsinki,73,"Ever since the Federal Government stepped in to take over funding of the Mersey hospital in Devonport, Tasmania, the state government and some federal MPs have criticised this act as a stunt in the prelude to the federal election to be called by November.","அப்போதிலிருந்து, டாஸ்மேனியா, டேவொன்போர்ட்டிலுள்ள மெர்சி மருத்துவமனையை நிதியுதவி செய்ய கூட்டரசு, மற்றும் சில கூட்டரசு எம்பிஸ், இந்த நடவடிக்கையை நவம்பர் மூலம் அழைக்கும் கூட்டரசு தேர்தெடுப்பின் முன்னுரையில் ஒரு இடையூறு என்று விமர்சித்தனர்.",55,53,0.964,4.019,0.2488,33.962
Helsinki,74,"But Prime Minister John Howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government, in giving an extra AUD$45 million.","ஆனால் இந்த செயல், டாஸ்மேனிய அரசாங்கத்தால் வலுப்படுத்தப்படாதபடி மருத்துவமனையின் வசதிகளை பாதுகாப்பது மட்டுமே என்று பிரதான மந்திரி ஜான் ஹோவர்ட் கூறியுள்ளார்.",39,34,0.872,4.088,0.2446,35.294
Helsinki,75,"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue.",பாகோ பகோ மற்றும் நுவாவுக்கு அருகே ஒரு திட்டவட்டமான சுனாமி நடவடிக்கைகள் பதிவு செய்யப்பட்டன.,32,23,0.719,3.478,0.2875,43.478
Helsinki,76,"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.","டோங்காவில் பெரும் சேதமோ காயமோ அறிக்கை செய்யப்படவில்லை, ஆனால் அதிகாரம் தற்காலிகமாக இழக்கப்பட்டது.",36,22,0.611,3.955,0.2529,40.909
Helsinki,77,Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,"ஹிவாவிலுள்ள பன்னிரண்டு பள்ளிகள், அல்லது அருகிலுள்ள கரையோரங்களில் அமைந்திருந்தவை, எச்சரிக்கைகள் நீக்கப்பட்டபோதிலும் புதன்கிழமை முழுவதும் மூடப்பட்டன.",21,27,1.286,5.037,0.1985,40.741
Helsinki,78,U.S. President George W. Bush welcomed the announcement.,ஐ. மா.,13,6,0.462,0.833,1.2,0.0
Helsinki,79,"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.""","புஷ் பேராசிரியர் ஜான்ட்ரோ, வட கொரியாவின் ஒப்பந்தம் என்று அழைத்தார். ""கொரிய தீபகற்பத்தின் துர்நாற்றத்தை அடைவதற்கான இலக்கை நோக்கி ஒரு பெரிய படி",36,36,1.0,3.472,0.288,38.889
Helsinki,80,"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.","இன்று அட்லான்டிக் சூறாவளியின் பத்தாம் புயல், அட்லான்டிக் பெருங்கடலில் உருவானது.",24,18,0.75,4.0,0.25,44.444
Helsinki,81,The National Hurricane Center (NHC) says that at this point Jerry poses no threat to land.,இந்த சமயத்தில் ஜெரி நிலத்திற்கு அச்சுறுத்தலாக இல்லை என்று தேசிய சூறாவளி மையம் (NHC) கூறுகிறது.,21,28,1.333,2.964,0.3373,28.571
Helsinki,82,The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,"ஐ. மா. - வின் பொறியியலாளர்களின் அறிக்கையின்படி, 6 அங்குலம் மழை பெய்யும்போது, முன்பு சேதமடைந்த லேவிவ்களை முறித்துவிடலாம்.",24,31,1.292,3.452,0.2897,29.032
Helsinki,83,"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","காட்ரீனா சூறாவளியின்போது 20 அடி உயரத்தில் இருந்த நின்த் வார்ட், தற்போது முதுகு நீரூற்றில் உள்ளது.",36,25,0.694,3.44,0.2907,44.0
Helsinki,84,Water is spilling over the levee in a section 100 feet wide.,100 அடி அகலமுள்ள ஒரு பகுதியில் தண்ணீர் தேக்கத்தின்மீது ஊற்றப்படுகிறது.,16,16,1.0,3.938,0.254,37.5
Helsinki,85,Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,"அயல்நாட்டு அதிகாரிகளான ஆடம் குவர்டன் கடந்த மாதத்தில் விக்கிவின்ஸ்களிடம் பேசியபோது, துர்நாற்றங்களைக் குறித்து தன் மனமுறிவை வெளிப்படுத்தினார்.",26,28,1.077,4.571,0.2188,42.857
Helsinki,86,"""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.""","""அவரது [வாலிஸ தொடக்கத்திலிருந்தே நமக்கு பொய் சொல்லியுள்ளார். முதலில், இது சட்டப்பூர்வமான காரணங்களுக்காகச் செயல்படுவதன் மூலம். இரண்டாவதாக, அவர் நமக்குச் செவிசாய்த்துக் கொண்டிருந்தார் என்று எண்ணுவதன் மூலம், அவருடைய கலையையே சார்ந்திருந்தார்.",44,52,1.182,4.154,0.2407,32.692
Helsinki,87,The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.,"சமுதாயத்தின் மனக்கசப்பு, செக்ஸ் உள்ளடக்கம் பற்றிய ஒரு கொள்கையை சரிப்படுத்துவதற்கான முயற்சிகளுக்கு வழிநடத்தியது.",28,22,0.786,4.636,0.2157,40.909
Helsinki,88,"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.",ஆனால் இந்த நிகழ்ச்சிகள் சாகிட்டாரியஸ் பால்வீதி மண்டலத்தில் செய்யப்பட்ட ஆராய்ச்சிகளை சித்தரித்துக் காட்டும்படி எழுதப்பட்டன.,25,23,0.92,4.87,0.2054,34.783
Helsinki,89,The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.,விளைவு தேடிக்கொண்டிருந்தது நட்சத்திர மண்டலத்தின் இருண்ட விஷயம் மற்றும் பால்வீதி மண்டலத்தின் இருண்ட விஷயம் இடையே.,31,25,0.806,4.04,0.2475,48.0
Helsinki,90,"Just like the moon exerts a pull on the earth, causing tides, so does the Milky Way exert a force on the Sagittarius galaxy.","சந்திரன் பூமியின் மீது ஒரு இழுவையை செலுத்துவது போல, அலைகளை உண்டுபண்ணுவதுபோல, பால்வீதி மண்டலமும் சைக்ட்ராரியஸ் பால்வீதி மண்டலத்தின்மீது செல்வாக்கு செலுத்துகிறது.",33,35,1.061,4.143,0.2414,37.143
Helsinki,91,The scientists were able to conclude that the dark matter affect other dark matter in the same way regular matter does.,"இந்த இருண்ட காரியம், வழக்கமான காரியத்திலும் மற்ற இருண்ட காரியத்தையே பாதிக்கிறது என்ற முடிவுக்கு விஞ்ஞானிகள் வந்தனர்.",22,28,1.273,3.714,0.2692,35.714
Helsinki,92,"This theory says that most dark matter around a galaxy is located around a galaxy in a kind of halo, and is made of lots of small particles.","ஒரு பால்வீதி மண்டலத்தைச் சுற்றி அதிக இருண்ட காரியம் ஒருவித பால்வீதி மண்டலத்தில் அமைந்துள்ளது என்றும், இது அநேக சிறிய துகள்களால் செய்யப்படுகிறது என்றும் இந்தக் கோட்பாடு கூறுகிறது.",31,44,1.419,3.591,0.2785,36.364
Helsinki,93,Television reports show white smoke coming from the plant.,அந்த செடியிலிருந்து வரும் வெள்ளை புகையை தொலைக்காட்சி அறிக்கைகள் காண்பிக்கின்றன.,10,17,1.7,4.235,0.2361,35.294
Helsinki,94,"Local authorities are warning residents in the vicinity of the plant to stay indoors, turn off air-conditioners and not to drink tap water.",உள்ளூர் அதிகாரிகள் தாவரத்தின் சுற்றுப்புறத்தில் உள்ள குடிமக்கள் எச்சரிக்கிறார்கள்.,28,15,0.536,5.067,0.1974,46.667
Helsinki,95,"According to Japan's nuclear agency, radioactive caesium and iodine has been identified at the plant.","ஜப்பானின் அணுஆயுத நிறுவனத்தின்படி, கதிரியக்க காஸியம் மற்றும் நரம்பியல் கண்டுபிடிக்கப்பட்டது.",21,18,0.857,4.722,0.2118,44.444
Helsinki,96,Authorities speculate that this indicates that containers holding uranium fuel at the site may have ruptured and are leaking.,துர்நாற்றம் எரிபொருளை வைத்திருக்கும் பாத்திரங்கள் சிதைந்து கசிந்து கிடந்திருக்கலாம் என அதிகாரிகள் ஊகிக்கின்றனர்.,25,21,0.84,4.905,0.2039,42.857
Helsinki,97,Dr. Tony Moll discovered the Extremely Drug Resistant Tuberculosis (XDR-TB) in the South African region KwaZulu-Natal.,"டாக்டர் டோனி மோல், தென் ஆப்பிரிக்கப் பகுதியில் உள்ள அதிகளவான போதைப்பொருட்களை எதிர்க்கும் டிபி (XDR - TTB) தைராய்டு (XDR-TB) கண்டுபிடித்தார்.",35,45,1.286,2.756,0.3629,28.889
Helsinki,98,"In an interview, he said the new variant was ""very highly troubling and alarming because of the very high fatality rate.""","அவர் ஒரு பேட்டியில், அவர் புதிய மாறிலி கூறினார், ""மிகவும் கலக்கமும் பயமுமானது, ஏனெனில் மிக அதிக சாவுக்கேதுவான விகிதத்தின் காரணமாக.""",25,36,1.44,3.222,0.3103,25.0
Helsinki,99,"Some patients might have contracted the bug in the hospital, Dr. Moll thinks, and at least two were hospital health workers.","சில நோயாளிகள் மருத்துவமனையில் இந்தத் தொற்று நோயால் பாதிக்கப்பட்டிருக்கலாம், டாக்டர் மோல் நினைக்கிறார், குறைந்தபட்சம் இரண்டு பேர் மருத்துவமனையில் பணிபுரியும் பணியாளர்களாக இருந்தனர்.",26,37,1.423,4.432,0.2256,40.541
MADLAD,0,"""We now have 4-month-old mice that are non-diabetic that used to be diabetic,"" he added.","""நாங்கள் இப்போது4மாத வயதான சுறாக்களைக் கொண்டுள்ளோம், அவை நீரிழிவு நோய் இல்லாதவை, அவற்றுக்கு நீரிழப்பு இருந்தது,"" என்று அவர் மேலும் கூறினார்.",31,47,1.516,2.66,0.376,0.0
MADLAD,1,"Dr. Ehud Ur, professor of medicine at Dalhousie University in Halifax, Nova Scotia and chair of the clinical and scientific division of the Canadian Diabetes Association cautioned that the research is still in its early days.","ஹாலிஃபாக்ஸ், நோவா ஸ்கோசியாவில் உள்ள டால்ஹவுசி பல்கலைக்கழகத்தில் மருத்துவப் பேராசிரியரும், கனடிய நீரிழிவு சங்கத்தின் மருத்துவ மற்றும் அறிவியல் பிரிவின் தலைவருமான டாக்டர் எஹூட் உர், இந்த ஆராய்ச்சி இன்னும் ஆரம்ப கட்டத்தில் இருப்பதாக எச்சரித்தார்.",49,82,1.673,2.659,0.3761,0.0
MADLAD,2,"Like some other experts, he is skeptical about whether diabetes can be cured, noting that these findings have no relevance to people who already have Type 1 diabetes.","மற்ற சில நிபுணர்களைப் போலவே, அவர் நீரிழிவு நோயை குணப்படுத்த முடியுமா என்று சந்தேகிக்கிறார், இந்த கண்டுபிடிப்புகள் ஏற்கனவே வகை 1 நீரிழப்பு உள்ள மக்களுக்கு பொருந்தாது என்று குறிப்பிட்டார்.",37,57,1.541,2.895,0.3455,0.0
MADLAD,3,"On Monday, Sara Danius, permanent secretary of the Nobel Committee for Literature at the Swedish Academy, publicly announced during a radio program on Sveriges Radio in Sweden the committee, unable to reach Bob Dylan directly about winning the 2016 Nobel Prize in Literature, had abandoned its efforts to reach him.","2016 ஆம் ஆண்டு இலக்கியத்திற்கான நோபல் பரிசு வென்ற பாப் டிலானை நேரடியாகத் தொடர்பு கொள்ள முடியாமல் போனது குறித்து, சுவீடிஷ் அகாதெமியில் இலக்கியத்துக்கான நோபெல் கமிட்டியின் நிரந்தர செயலாளர் சாரா டானியஸ், சுவிட்சர்லாந்தில் உள்ள ஸ்வெர்ஜெஸ் ரேடியோவில் ஒரு வானொலி நிகழ்ச்சியில் தெரிவிக்கையில், அவரை அடைய தனது முயற்சிகளை கைவிட்டதாக அறிவித்தார்.",66,118,1.788,2.534,0.3946,0.0
MADLAD,4,"Danius said, ""Right now we are doing nothing. I have called and sent emails to his closest collaborator and received very friendly replies. For now, that is certainly enough.""","Danius கூறினார், ""இப்போது நாங்கள் எதையும் செய்யவில்லை. நான் அவரது நெருங்கிய உதவியாளர்களை அழைத்து மின்னஞ்சல் அனுப்பினேன் மற்றும் மிகவும் நட்பான பதில்களை பெற்றேன். இப்பொழுது, அது நிச்சயமாக போதுமானது.""",42,62,1.476,2.855,0.3503,0.0
MADLAD,5,"Previously, Ring's CEO, Jamie Siminoff, remarked the company started when his doorbell wasn't audible from his shop in his garage.","முன்னதாக, ரிங்கின் தலைமை செயல் அதிகாரி, ஜேமி சிமினோஃப், அவரது கார்கரேவில் உள்ள அவரது கடையில் இருந்து அவரது கதவு பெல்லை கேட்க முடியாதபோது நிறுவனம் தொடங்கப்பட்டது என்று குறிப்பிட்டார்.",36,56,1.556,2.875,0.3478,0.0
MADLAD,6,"He built a WiFi door bell, he said.","அவர் ஒரு Wi-Fi கதவு பெல் கட்டினார், அவர் கூறினார்.",10,16,1.6,2.688,0.3721,0.0
MADLAD,7,Siminoff said sales boosted after his 2013 appearance in a Shark Tank episode where the show panel declined funding the startup.,"ஷார்க் டான்க் நிகழ்ச்சியில் தனது 2013 தோற்றத்திற்குப் பிறகு விற்பனை அதிகரித்ததாக சிமினோஃப் கூறினார், அங்கு நிகழ்ச்சி குழுவினர் தொடங்குவதற்கு நிதியுதவி அளிக்க மறுத்தனர்.",33,56,1.697,2.696,0.3709,0.0
MADLAD,8,"In late 2017, Siminoff appeared on shopping television channel QVC.","2017 ஆம் ஆண்டின் இறுதியில், சிமினோஃப் ஷாப்பிங் தொலைக்காட்சி அலைவரிசை QVC இல் தோன்றினார்.",19,40,2.105,1.95,0.5128,0.0
