source_english,reference_tamil,pred_Helsinki,pred_mT5,pred_NLLB-200,pred_IndicTrans2,pred_MADLAD
"But Prime Minister John Howard has said the act was only to safeguard the facilities of the hospital from being downgraded by the Tasmanian government, in giving an extra AUD$45 million.","ஆனால், அமைச்சர் ஜான் ஹோவார்ட் 45 மில்லியன் ஆஸ்திரேலியன் டாலர் வழங்கும் இந்த நடவடிக்கை டாஸ்மானியாவின் அரசால் மருத்துவமனையின் வசதிகள் குறைக்கப்படுவதிலிருந்து பாதுகாக்க எடுக்கப்பட்டது என கூறினார்.","ஆனால் இந்த செயல், டாஸ்மேனிய அரசாங்கத்தால் வலுப்படுத்தப்படாதபடி மருத்துவமனையின் வசதிகளை பாதுகாப்பது மட்டுமே என்று பிரதான மந்திரி ஜான் ஹோவர்ட் கூறியுள்ளார்.","▁But ▁Prime ▁Minister ▁John ▁ Howard ▁has ▁said ▁the ▁act ▁was ▁only ▁to ▁safe guard ▁the ▁facilities ▁of ▁the ▁hospital ▁from ▁ being ▁down grade d ▁by ▁the ▁Tas mania n ▁government , ▁in ▁ giving ▁an ▁extra ▁AUD $ 45 ▁million . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","ஆனால் டாஸ்மேனிய அரசாங்கத்தால் மருத்துவமனையின் வசதிகள் குறைக்கப்படுவதைத் தடுக்க மட்டுமே இந்த சட்டம் என்று பிரதமர் ஜான் ஹோவர்ட் கூறியுள்ளார், மேலும் 45 மில்லியன் ஆஸ்திரேலிய டாலர்களை வழங்கினார்.","ஆனால் பிரதம மந்திரி ஜான் ஹோவர்ட், மருத்துவமனையின் வசதிகளை டாஸ்மேனிய அரசாங்கத்தால் தரமிறக்கப்படுவதிலிருந்து பாதுகாப்பதற்காக மட்டுமே இந்தச் சட்டம் என்று கூறினார், கூடுதலாக AUD $45 மில்லியனை வழங்கினார்.","ஆனால் பிரதமர் ஜான் ஹாவார்ட் இந்த சட்டம் மருத்துவமனையின் வசதிகளை தாஸ்மானிய அரசால் தரம் குறைக்கப்படுவதிலிருந்து பாதுகாப்பதற்கு மட்டுமே என்று கூறியுள்ளார், மேலும் AUD$45 மில்லியன் கூடுதலாக வழங்கப்பட்டுள்ளது."
"According to the latest bulletin, sea level readings indicated a tsunami was generated. There was some definite tsunami activity recorded near Pago Pago and Niue.","சமீபத்திய செய்தி அறிவிப்பின்படி, கடல்மட்ட அளவீடுகள் சுனாமி உருவானதை சுட்டிக்காட்டின. பேகோ பேகோ மற்றும் நியூ அருகில் கண்டிப்பாக சுனாமி நடவடிக்கை பதிவு செய்யப்பட்டது.",பாகோ பகோ மற்றும் நுவாவுக்கு அருகே ஒரு திட்டவட்டமான சுனாமி நடவடிக்கைகள் பதிவு செய்யப்பட்டன.,"▁ According ▁to ▁the ▁ latest ▁ bulletin , ▁se a ▁level ▁reading s ▁in dicated ▁ a ▁ tsunami ▁was ▁ generated . ▁There ▁was ▁some ▁ definite ▁ tsunami ▁activity ▁record ed ▁near ▁Pag o ▁Pag o ▁and ▁Ni u e . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","சமீபத்திய செய்திமடலின் படி, கடல் மட்டம் படிப்புகள் சுனாமி உருவானது என்று குறிப்பிடுகின்றன. Pago Pago மற்றும் Niue அருகே ஒரு குறிப்பிட்ட சுனாமி செயல்பாடு பதிவு செய்யப்பட்டது.","சமீபத்திய செய்திக்குறிப்பின் படி, கடல் மட்ட அளவீடுகள் சுனாமி உருவானதைக் குறிக்கின்றன. பாகோ பாகோ மற்றும் நியுவே அருகே சில திட்டவட்டமான சுனாமி நடவடிக்கைகள் பதிவு செய்யப்பட்டுள்ளன.","சமீபத்திய புள்ளிவிவரத்தின்படி, கடல் மட்ட படிவுகள் சுனாமி உருவாகியிருப்பதைக் காட்டுகின்றன. பாகோ பாகோ மற்றும் நியூ தீவுகளுக்கு அருகில் சில தெளிவான சூனாமி செயல்பாடுகள் பதிவாகியுள்ளன."
"No major damage or injuries have been reported in Tonga, but power was temporarily lost, which reportedly prevented Tongan authorities from receiving the tsunami warning issued by the PTWC.","டோங்காவில் மிக அதிகமான பாதிப்பு அல்லது காயமடைதல் ஏற்படவில்லை என தெரிவிக்கப்பட்டாலும், மின்சாரம் பாதிக்கப்பட்டதால், டோங்கன் அதிகாரிகளுக்கு பிடிடபிள்யூசியினால் வழங்கப்பட்ட சுனாமி எச்சரிக்கை சென்றடைவதில் தடை ஏற்பட்டது.","டோங்காவில் பெரும் சேதமோ காயமோ அறிக்கை செய்யப்படவில்லை, ஆனால் அதிகாரம் தற்காலிகமாக இழக்கப்பட்டது.","▁No ▁major ▁ damage ▁or ▁injur ies ▁have ▁been ▁ reported ▁in ▁ Tonga , ▁but ▁power ▁was ▁tempor arily ▁lost , ▁ which ▁ reported ly ▁prevent ed ▁T ongan ▁ authorities ▁from ▁receiv ing ▁the ▁ tsunami ▁ warning ▁issue d ▁by ▁the ▁PT WC . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","டோங்காவில் பெரிய சேதங்கள் அல்லது காயங்கள் எதுவும் தெரிவிக்கப்படவில்லை, ஆனால் மின்சாரம் தற்காலிகமாக இழந்தது, இது PTWC வழங்கிய சுனாமி எச்சரிக்கையை டோங்கா அதிகாரிகள் பெறத் தடுத்ததாகக் கூறப்படுகிறது.","டோங்காவில் பெரிய சேதம் அல்லது காயங்கள் எதுவும் ஏற்படவில்லை, ஆனால் மின்சாரம் தற்காலிகமாக இழக்கப்பட்டது, இது டோங்கன் அதிகாரிகளுக்கு பிடிடபிள்யூசி வழங்கிய சுனாமி எச்சரிக்கையைப் பெறுவதைத் தடுத்ததாக கூறப்படுகிறது.","டோங்காவில் பெரிய அளவிலான சேதம் அல்லது காயங்கள் ஏற்பட்டதாக அறிவிக்கப்படவில்லை, ஆனால் தற்காலிகமாக மின்சாரம் துண்டிக்கப்பட்டது, இது PTWC வெளியிட்ட சுனாமி எச்சரிக்கையை டோங்கா அதிகாரிகள் பெறுவதை தடுத்ததாகத் தெரிவிக்கப்பட்டது."
Fourteen schools in Hawaii located on or near coastlines were closed all of Wednesday despite the warnings being lifted.,கடற்கரையில் அல்லது அதற்கு அருகாமையில் அமைந்துள்ள ஹவாயிலுள்ள பதினான்கு பள்ளிகள் எச்சரிக்கை விலக்கப்பட்ட பின்னரும் புதன் கிழமை முழுவதும் மூடப்பட்டிருந்தன.,"ஹிவாவிலுள்ள பன்னிரண்டு பள்ளிகள், அல்லது அருகிலுள்ள கரையோரங்களில் அமைந்திருந்தவை, எச்சரிக்கைகள் நீக்கப்பட்டபோதிலும் புதன்கிழமை முழுவதும் மூடப்பட்டன.",▁Four teen ▁ schools ▁in ▁Hawaii ▁ located ▁on ▁or ▁near ▁ coast lines ▁were ▁ closed ▁all ▁of ▁Wednesday ▁de spite ▁the ▁ warning s ▁ being ▁lift ed . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,கடற்கரையில் அல்லது அருகில் அமைந்துள்ள ஹவாய் மாநிலத்தில் 14 பள்ளிகள் புதன்கிழமை முழுவதும் மூடப்பட்டன.,"எச்சரிக்கைகள் நீக்கப்பட்ட போதிலும், கடற்கரையோரம் அல்லது அதற்கு அருகில் அமைந்துள்ள ஹவாயில் உள்ள பதினான்கு பள்ளிகள் புதன்கிழமை முழுவதும் மூடப்பட்டன.",ஹவாய் நாட்டின் கடலோரப் பகுதியில் அல்லது அதற்கு அருகில் அமைந்துள்ள 14 பள்ளிகள் அனைத்தும் புதன்கிழமை முழுவதும் மூடப்பட்டன.
U.S. President George W. Bush welcomed the announcement.,யு.எஸ். ஜனாதிபதி ஜார்ஜ். டபிள்யூ. புஷ் இந்த அறிவிப்பை வரவேற்றுள்ளார்.,ஐ. மா.,▁U . S . ▁President ▁George ▁W . ▁Bush ▁welcome d ▁the ▁ announcement . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,அமெரிக்க அதிபர் ஜார்ஜ் W. புஷ் இந்த அறிவிப்பை வரவேற்றார்.,இந்த அறிவிப்பை அமெரிக்க அதிபர் ஜார்ஜ் டபுள்யூ புஷ் வரவேற்றார்.,அமெரிக்க ஜனாதிபதி ஜார்ஜ் டபிள்யூ புஷ் இந்த அறிவிப்பை வரவேற்றார்.
"Bush spokesman Gordon Johndroe called North Korea's pledge ""a major step towards the goal of achieving the verifiable denuclearization of the Korean peninsula.""","""புஷ்ஷின் பிரதிநிதி பேச்சாளர் கார்டன் ஜான்ட்ரோ வட கொரியாவின் உறுதிமொழியை """" கொரியத் தீவு அணு ஆயுத நீக்கம் பரிசீலனை செய்யப்படும் இலக்கை அடைவதற்கான முக்கிய நடவடிக்கை"""" என அழைத்தார்.""","புஷ் பேராசிரியர் ஜான்ட்ரோ, வட கொரியாவின் ஒப்பந்தம் என்று அழைத்தார். ""கொரிய தீபகற்பத்தின் துர்நாற்றத்தை அடைவதற்கான இலக்கை நோக்கி ஒரு பெரிய படி","▁Bush ▁ spoke sman ▁Gordon ▁John dro e ▁ called ▁North ▁Korea ' s ▁p ledge ▁"" a ▁major ▁step ▁to wards ▁the ▁goal ▁of ▁achiev ing ▁the ▁verifi able ▁de nuclear ization ▁of ▁the ▁ Korean ▁p eninsula ."" </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","புஷ் செய்தித் தொடர்பாளர் கோர்டன் ஜோன்ட்ரோ வடகொரியாவின் உறுதிமொழி ""கொரிய தீபகற்பத்தின் சரிபார்க்கக்கூடிய அணு ஆயுதமில்லாமையை அடைவதற்கான இலக்கை நோக்கி ஒரு முக்கிய படியாகும்"" என்று அழைத்தார்.","புஷ்ஷின் செய்தித் தொடர்பாளர் கார்டன் ஜான்ட்ரோ, வட கொரியாவின் உறுதிமொழியை ""கொரிய தீபகற்பத்தில் சரிபார்க்கக்கூடிய அணுஆயுதமயமாக்கலை அடைவதற்கான இலக்கை நோக்கிய ஒரு பெரிய படி"" என்று அழைத்தார்.","புஷ் பேச்சாளரான கோர்டன் ஜான்ட்ரோ வட கொரியாவின் வாக்குறுதியை ""கொரிய தீபகற்பத்தில் உறுதிப்படுத்தக்கூடிய அணு ஆயுதமற்ற நிலையை அடைவதற்கான இலக்கை நோக்கி ஒரு முக்கியமான படி"" என்று அழைத்தார்."
"The tenth named storm of the Atlantic Hurricane season, Subtropical Storm Jerry, formed in the Atlantic Ocean today.","அட்லாண்டிக் சூறாவளி தாக்கத்தின் பத்தாவது துணை வெப்பமண்டல புயலின் பெயர் ஜெர்ரி, இன்று அட்லாண்டிக் பெருங்கடலில் இருந்து உருவானது.","இன்று அட்லான்டிக் சூறாவளியின் பத்தாம் புயல், அட்லான்டிக் பெருங்கடலில் உருவானது.","▁The ▁ten th ▁ named ▁storm ▁of ▁the ▁Atlantic ▁ Hurricane ▁season , ▁Sub tropical ▁Storm ▁ Jerry , ▁ formed ▁in ▁the ▁Atlantic ▁Ocean ▁today . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","அட்லாண்டிக் சூறாவளியின் பத்தாவது பெயரிடப்பட்ட புயல், சப்ரோபிகல் புயல் ஜெர்ரி, இன்று அட்லாண்டிக் பெருங்கடலில் உருவானது.","அட்லாண்டிக் சூறாவளி பருவத்தின் பத்தாவது பெயரிடப்பட்ட புயல், துணை வெப்பமண்டல புயல் ஜெர்ரி, இன்று அட்லாண்டிக் பெருங்கடலில் உருவானது.","அட்லாண்டிக் சூறாவளி பருவத்தின் பத்தாவது பெயரிடப்பட்ட புயலானது, துணை வெப்பமண்டல புயல் ஜெர்ரி, இன்று அட்லண்டிக் பெருங்கடலில் உருவானது."
The National Hurricane Center (NHC) says that at this point Jerry poses no threat to land.,தேசிய சூறாவளி மையம் (NHC) இந்த நேரத்தில் ஜெர்ரி ஆல் எந்த அச்சுறுத்தலும் இல்லை என்று கூறுகிறது.,இந்த சமயத்தில் ஜெரி நிலத்திற்கு அச்சுறுத்தலாக இல்லை என்று தேசிய சூறாவளி மையம் (NHC) கூறுகிறது.,▁The ▁National ▁ Hurricane ▁Center ▁( NH C ) ▁ says ▁that ▁at ▁this ▁point ▁ Jerry ▁poses ▁no ▁ threat ▁to ▁land . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,தேசிய புயல் மையம் (NHC) ஜெர்ரி இந்த நேரத்தில் தரையிறங்குவதற்கு எந்த அச்சுறுத்தலும் இல்லை என்று கூறுகிறது.,இந்த கட்டத்தில் ஜெர்ரி நிலத்திற்கு எந்த அச்சுறுத்தலையும் ஏற்படுத்தவில்லை என்று தேசிய சூறாவளி மையம் (என். எச். சி) கூறுகிறது.,"தேசிய சூறாவளி மையம் (National Hurricane Center, NHC) இந்த விஷயத்தில் ஜெர்ரி நிலத்திற்கு எந்த அச்சுறுத்தலையும் ஏற்படுத்தவில்லை என்று கூறுகிறது."
The U.S. Corps of Engineers estimated that 6 inches of rainfall could breach the previously damaged levees.,"U.S கார்ப்ஸ் ஆஃப் இன்ஜினியர்ஸ், 6 inches மழைப்பொழிவு என்பது முன்னர்  நிகழ்ந்த சேதத்தை மீறும் என்று மதிப்பிட்டுள்ளது.","ஐ. மா. - வின் பொறியியலாளர்களின் அறிக்கையின்படி, 6 அங்குலம் மழை பெய்யும்போது, முன்பு சேதமடைந்த லேவிவ்களை முறித்துவிடலாம்.",▁The ▁U . S . ▁Corp s ▁of ▁Engineer s ▁ e stimated ▁that ▁6 ▁ inches ▁of ▁rain fall ▁ could ▁b reach ▁the ▁previous ly ▁ damage d ▁leve es . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,அமெரிக்க பொறியாளர் படை மதிப்பீடுகளின்படி 6 அங்குல மழைப்பொழிவு முன்பு சேதமடைந்த அணைகளை உடைக்கக்கூடும்.,6 அங்குல மழைப்பொழிவு முன்பு சேதமடைந்த தடைகளை உடைக்கக்கூடும் என்று யு. எஸ். கார்ப்ஸ் ஆஃப் இன்ஜினியர்ஸ் மதிப்பிட்டுள்ளது.,U.S. Corps of Engineers மதிப்பீட்டின்படி6அங்குல மழை பெய்தால் முன்னர் சேதமடைந்த தடுப்பணைகளை உடைக்க முடியும்.
"The Ninth Ward, which saw flooding as high as 20 feet during Hurricane Katrina, is currently in waist-high water as the nearby levee was overtopped.","கேட்ரினா புயலின் போது 20 அடி உயரத்திற்கு வெள்ளம் கண்ட ஒன்பதாம் வார்ட், தற்போது அணை உடைந்ததால், இடுப்பளவு தண்ணீரில் மூழ்கியிருக்கிறது.","காட்ரீனா சூறாவளியின்போது 20 அடி உயரத்தில் இருந்த நின்த் வார்ட், தற்போது முதுகு நீரூற்றில் உள்ளது.","▁The ▁Nin th ▁Ward , ▁ which ▁saw ▁ flood ing ▁as ▁high ▁as ▁20 ▁ feet ▁ during ▁ Hurricane ▁ Katrin a , ▁is ▁current ly ▁in ▁ waist - high ▁water ▁as ▁the ▁ nearby ▁leve e ▁was ▁over to pped . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","கத்ரீனா சூறாவளியின் போது 20 அடி உயரத்தில் வெள்ளம் ஏற்பட்ட ஒன்பதாம் வார்டு, அருகிலுள்ள அணை மூழ்கியதால் தற்போது உயரமான நீரில் உள்ளது.","கத்ரீனா சூறாவளியின் போது 20 அடி உயர வெள்ளத்தைக் கண்ட ஒன்பதாவது வார்டு, தற்போது அருகிலுள்ள கட்டை மேல் இருந்ததால் இடுப்பு உயர நீரில் உள்ளது.","20 அடி உயரத்திற்கு மேல் வெள்ளப்பெருக்கு ஏற்பட்ட ஒன்பதாம் வார்டு, சூறாவளி கத்ரினா காலகட்டத்தில், அருகிலுள்ள தடுப்பணை நிரம்பியதால் தற்போது வயிற்றுக்கு மேல் நீரில் மூழ்கியுள்ளது."
Water is spilling over the levee in a section 100 feet wide.,"100 அடி அகலத்தின் ஒரு பிரிவில், ஒரு லெவீ வழியாக நீர் வழிந்து பரவுகிறது.",100 அடி அகலமுள்ள ஒரு பகுதியில் தண்ணீர் தேக்கத்தின்மீது ஊற்றப்படுகிறது.,▁Water ▁is ▁ spilling ▁over ▁the ▁leve e ▁in ▁ a ▁section ▁100 ▁ feet ▁wide . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,100 அடி அகலமுள்ள பகுதியில் அணை மீது நீர் பாய்கிறது.,100 அடி அகலத்தில் உள்ள தடுப்பணை மீது தண்ணீர் கொட்டுகிறது.,நீர் 100 அடி அகலத்தில் ஒரு பகுதியில் தடுப்பணை மீது பாய்கிறது.
Commons Administrator Adam Cuerden expressed his frustration over the deletions when he spoke to Wikinews last month.,காமனின் நிர்வாக அதிகாரி ஆடம் க்யூடென் கடந்த மாதம் விக்கி செய்திகளுக்காக பேசிய போது நீக்கம் குறித்த அவரது அதிருப்தியை வெளிப்படுத்தினார்.,"அயல்நாட்டு அதிகாரிகளான ஆடம் குவர்டன் கடந்த மாதத்தில் விக்கிவின்ஸ்களிடம் பேசியபோது, துர்நாற்றங்களைக் குறித்து தன் மனமுறிவை வெளிப்படுத்தினார்.",▁Commons ▁Administrator ▁Adam ▁Cu erden ▁express ed ▁his ▁frustr ation ▁over ▁the ▁del e tions ▁ when ▁he ▁ spoke ▁to ▁Wiki news ▁last ▁month . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,காமன்ஸ் நிர்வாகி ஆடம் கியூர்டன் கடந்த மாதம் விக்கிநூஸுடன் பேசும்போது நீக்கங்கள் குறித்து தனது விரக்தியை வெளிப்படுத்தினார்.,காமன்ஸ் நிர்வாகி ஆடம் கியூர்டன் கடந்த மாதம் விக்கி செய்திகளுடன் பேசியபோது நீக்கப்பட்டவை குறித்து தனது விரக்தியை வெளிப்படுத்தினார்.,"கடந்த மாதம் விக்கிசெய்தியுடன் பேசியபோது, பொதுவுடைமை நிர்வாகியான ஆடம் குர்டென் இந்த நீக்கங்கள் குறித்து தனது அதிருப்தியை வெளிப்படுத்தினார்."
"""He [Wales] basically lied to us from the start. First, by acting as if this was for legal reasons. Second, by pretending he was listening to us, right up to his art deletion.""","""அவர் (வேல்ஸ்) துவக்கத்திலிருந்தே எங்களிடம் பொய் கூறினார். முதலில், இது சட்டம் குறித்த காரணங்களுக்காக என்றார். இரண்டாவதாக, அவருக்கு கைவந்த கலையான நீக்கம் வரை, நாங்கள் பேசுவதைக் கேட்பது போல் நடித்தார்.""""""","""அவரது [வாலிஸ தொடக்கத்திலிருந்தே நமக்கு பொய் சொல்லியுள்ளார். முதலில், இது சட்டப்பூர்வமான காரணங்களுக்காகச் செயல்படுவதன் மூலம். இரண்டாவதாக, அவர் நமக்குச் செவிசாய்த்துக் கொண்டிருந்தார் என்று எண்ணுவதன் மூலம், அவருடைய கலையையே சார்ந்திருந்தார்.","▁"" He ▁[ W ales ] ▁bas ically ▁ lied ▁to ▁ us ▁from ▁the ▁start . ▁First , ▁by ▁ acting ▁as ▁if ▁this ▁was ▁for ▁legal ▁reason s . ▁Second , ▁by ▁pretend ing ▁he ▁was ▁listen ing ▁to ▁ us , ▁right ▁up ▁to ▁his ▁art ▁del e tion ."" </s>","""அவர் [வேல்ஸ்] ஆரம்பத்திலிருந்தே எங்களுக்கு பொய் சொன்னார். முதலாவதாக, இது சட்டபூர்வமான காரணங்களுக்காக நடந்ததைப் போல நடந்து கொண்டார். இரண்டாவது, அவர் நம்மைக் கேட்டுக்கொண்டிருப்பதாகச் சொல்லி, அவரது கலைகளை நீக்கிவிட்டார்"".","""அவர் (வேல்ஸ்) ஆரம்பத்தில் இருந்தே எங்களிடம் பொய் கூறினார். முதலில், இது சட்ட காரணங்களுக்காக என்று நடிப்பதன் மூலம். இரண்டாவதாக, அவர் எங்கள் பேச்சைக் கேட்பதாக பாசாங்கு செய்வதன் மூலம், அவரது கலை நீக்கம் வரை"".","""அவர் [வேல்ஸ்] ஆரம்பத்தில் இருந்து எங்களுக்கு பொய் சொன்னார். முதலில், இது சட்ட ரீதியான காரணங்களுக்காக நடந்தது போல நடந்து கொண்டார். இரண்டாவதாக, அவர் எங்களைக் கேட்கிறார் என்று தோன்றினார், அவரது கலை நீக்கம் வரை."""
The community irritation led to current efforts to draft a policy regarding sexual content for the site which hosts millions of openly-licensed media.,"சமூகத்தில் ஏற்பட்ட எரிச்சல், பாலுணர்வு தொடர்பான விஷயங்கள் குறித்து தற்போது, பல்வேறு வெளிப்படையான உரிமை பெற்ற ஊடகங்களை வெளியிடும் தளத்தின் கொள்கையை வரையறுக்கும் முயற்சிக்கு வழிவகுத்தது.","சமுதாயத்தின் மனக்கசப்பு, செக்ஸ் உள்ளடக்கம் பற்றிய ஒரு கொள்கையை சரிப்படுத்துவதற்கான முயற்சிகளுக்கு வழிநடத்தியது.",▁The ▁community ▁irrit ation ▁led ▁to ▁current ▁ efforts ▁to ▁draft ▁ a ▁policy ▁regard ing ▁sexual ▁ content ▁for ▁the ▁site ▁ which ▁ hosts ▁ millions ▁of ▁open ly - license d ▁media . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,சமூகத்தின் எரிச்சல் மில்லியன் கணக்கான வெளிப்படையாக உரிமம் பெற்ற ஊடகங்களைக் கொண்ட தளத்திற்கு பாலியல் உள்ளடக்கம் தொடர்பான கொள்கையைத் தயாரிப்பதற்கான தற்போதைய முயற்சிகளுக்கு வழிவகுத்தது.,சமூக எரிச்சல் மில்லியன் கணக்கான வெளிப்படையான உரிமம் பெற்ற ஊடகங்களை வழங்கும் தளத்திற்கான பாலியல் உள்ளடக்கம் தொடர்பான கொள்கையை உருவாக்குவதற்கான தற்போதைய முயற்சிகளுக்கு வழிவகுத்தது.,"சமூகத்தின் கோபம், மில்லியன் கணக்கான திறந்த-உரிமம் பெற்ற ஊடகங்களைக் கொண்டிருக்கும் இந்த தளத்திற்கு பாலியல் உள்ளடக்கத்தைப் பற்றிய ஒரு கொள்கையை வரையறை செய்வதற்கான தற்போதைய முயற்சிகளுக்கு வழிவகுத்தது."
"The work done was mostly theoretical, but the program was written to simulate observations made of the Sagittarius galaxy.",கோட்பாட்டை அடிப்படையாகக் கொண்ட வேலைகள் மட்டுமே பெரும்பாலும் முடிக்கப்பட்டுள்ளன. ஆனால் இந்த திட்டம் தனுசு விண்மீனை கண்காணிக்க துண்டுதலாக எழுதப்பட்டது.,ஆனால் இந்த நிகழ்ச்சிகள் சாகிட்டாரியஸ் பால்வீதி மண்டலத்தில் செய்யப்பட்ட ஆராய்ச்சிகளை சித்தரித்துக் காட்டும்படி எழுதப்பட்டன.,"▁The ▁work ▁done ▁was ▁most ly ▁ theoreti cal , ▁but ▁the ▁program ▁was ▁ written ▁to ▁simulat e ▁observation s ▁made ▁of ▁the ▁Sa gitta rius ▁ galaxy . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>","செய்த பணி பெரும்பாலும் தத்துவார்த்தமானது, ஆனால் Sagittarius கேலக்ஸியைப் பற்றிய கண்காணிப்புகளை உருவகப்படுத்துவதற்காக இந்த திட்டம் எழுதப்பட்டது.","செய்யப்பட்ட வேலை பெரும்பாலும் தத்துவார்த்தமாக இருந்தது, ஆனால் இந்த திட்டம் தனுசு விண்மீன் மண்டலத்தின் அவதானிப்புகளை உருவகப்படுத்துவதற்காக எழுதப்பட்டது.","இந்த வேலை பெரும்பாலும் கோட்பாட்டு ரீதியாக இருந்தது, ஆனால் இந்த நிரல் சைஜிடரியஸ் கேலக்ஸியின் கண்காணிப்புகளை ஒப்பிடுவதற்காக எழுதப்பட்டது."
The effect the team was looking for would be caused by tidal forces between the galaxy's dark matter and the Milky Way's dark matter.,"குழு எதிர் நோக்கும் பாதிப்பு, விண்மீனின் இருண்ட பொருளுக்கும், பால்வீதியின் இருண்ட பொருளுக்கும் இடையிலான அலை சக்திகளால் ஏற்படும்.",விளைவு தேடிக்கொண்டிருந்தது நட்சத்திர மண்டலத்தின் இருண்ட விஷயம் மற்றும் பால்வீதி மண்டலத்தின் இருண்ட விஷயம் இடையே.,▁The ▁effect ▁the ▁team ▁was ▁ looking ▁for ▁ would ▁be ▁caus ed ▁by ▁tid al ▁force s ▁ between ▁the ▁ galaxy ' s ▁dark ▁matter ▁and ▁the ▁Milk y ▁Way ' s ▁dark ▁matter . </s> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad> <pad>,"குழுவினர் தேடிய விளைவு, கேலக்ஸியின் இருண்ட பொருள் மற்றும் பால்வழி இருண்ட பொருள் ஆகியவற்றுக்கு இடையிலான அலை சக்திகளால் ஏற்படும்.",குழு தேடும் விளைவு விண்மீன் மண்டலத்தின் இருண்ட பொருளுக்கும் பால்வீதியின் இருண்ட பொருளுக்கும் இடையிலான அலை சக்திகளால் ஏற்படும்.,அந்த அணி தேடி வந்த விளைவு கெலக்ஸியின் இருண்ட பொருள் மற்றும் பால்வழியின் இருண்ட பொருட்களுக்கு இடையிலான திடீர் சக்திகளால் ஏற்படும்.
